user_id,timestamp,login_time,logout_time,files_accessed,sensitive_access,unauthorized_access,usb_usage,location,network_activity,device_id,is_admin,account_age_days,login_method,department,off_hours_login,known_device,previous_risk_score,current_risk_score,alert_triggered
U00013,2025-05-22 13:12:04.284598,03:41:00,05:47:00,68,False,0,0,HQ,2738.1,DeviceC,False,1137,Password,Engineering,True,False,20.21,42.5,False
U00014,2025-07-13 02:56:04.284598,01:44:00,08:20:00,77,True,0,0,VPN,3926.78,DeviceD,False,617,SSO,HR,True,True,22.51,49.76,False
U00015,2025-05-27 06:31:04.284598,10:49:00,13:31:00,25,False,1,0,VPN,1799.28,DeviceD,False,1276,SSO,Finance,False,True,41.17,18.69,True
U00016,2025-05-15 08:08:04.284598,10:25:00,18:37:00,79,False,0,0,New_Device,3149.56,DeviceB,False,260,Biometric,Engineering,False,True,26.13,17.07,False
U00017,2025-05-13 13:33:04.284598,18:02:00,20:40:00,97,True,0,0,New_Device,1845.47,DeviceD,False,930,MFA,HR,False,True,40.5,31.66,True
U00018,2025-07-08 22:31:04.285626,17:01:00,21:00:00,17,True,0,1,New_Device,803.71,DeviceB,False,1104,SSO,HR,False,True,7.89,14.36,False
U00019,2025-06-16 01:05:04.285626,01:34:00,04:06:00,63,False,0,0,VPN,1341.49,DeviceA,False,1644,Biometric,Finance,True,True,22.7,5.19,False
U00020,2025-05-30 19:28:04.285626,10:31:00,18:16:00,99,True,0,1,New_Device,3143.51,DeviceA,False,1305,MFA,HR,False,True,39.91,49.01,False
U00021,2025-08-04 17:39:04.285626,04:28:00,05:52:00,66,False,0,0,Remote,1681.56,DeviceD,False,1679,Password,Legal,True,True,9.0,47.82,False
U00022,2025-05-16 04:37:04.285626,03:38:00,07:29:00,71,False,3,0,New_Device,3008.85,DeviceD,False,32,MFA,Sales,True,True,40.35,8.69,True
U00023,2025-05-17 06:02:04.285626,07:18:00,10:51:00,53,False,0,0,New_Device,2163.5,DeviceB,False,793,Biometric,Finance,False,True,29.56,12.06,False
U00024,2025-06-15 07:26:04.285626,07:44:00,08:33:00,17,True,0,0,Remote,4781.41,DeviceD,False,694,SSO,Finance,False,True,13.46,28.52,False
U00025,2025-07-25 14:54:04.285626,12:09:00,13:02:00,72,True,2,0,New_Device,785.77,DeviceC,False,1533,Password,Finance,False,True,28.86,23.17,False
U00026,2025-05-14 05:23:04.285626,05:16:00,07:44:00,76,True,0,0,New_Device,3160.64,DeviceD,False,1368,Biometric,IT,True,True,23.47,10.92,False
U00027,2025-06-27 15:15:04.286622,02:13:00,06:15:00,16,False,1,0,VPN,1194.99,DeviceA,False,1952,MFA,Finance,True,True,39.07,22.8,False
U00028,2025-05-29 14:06:04.286622,15:55:00,22:36:00,89,False,2,0,VPN,1265.66,DeviceA,False,1925,Biometric,Legal,False,True,6.89,32.05,False
U00029,2025-07-13 22:03:04.286622,04:39:00,08:30:00,33,False,0,0,VPN,4092.82,DeviceD,False,152,MFA,Legal,True,True,33.47,36.16,False
U00030,2025-07-16 21:11:04.286622,13:34:00,18:09:00,16,True,0,0,HQ,4714.61,DeviceA,False,361,SSO,IT,False,True,10.92,48.92,False
U00031,2025-05-10 00:43:04.286622,20:37:00,20:53:00,89,False,0,0,HQ,4570.15,DeviceC,False,1116,Biometric,Finance,True,True,24.37,19.49,False
U00032,2025-05-31 15:28:04.286622,20:31:00,23:10:00,54,False,0,0,New_Device,2523.65,DeviceC,False,962,SSO,HR,True,False,12.62,39.95,False
U00033,2025-07-28 02:42:04.286622,00:02:00,01:10:00,26,False,0,0,VPN,3801.39,DeviceA,False,715,Password,Sales,True,True,49.93,17.36,True
U00034,2025-06-20 09:41:04.286622,09:01:00,17:28:00,21,True,1,0,Remote,4887.81,DeviceA,False,546,Biometric,HR,False,True,31.12,48.35,False
U00035,2025-05-13 15:30:04.286622,07:35:00,13:33:00,20,False,0,0,New_Device,1300.32,DeviceC,False,118,Biometric,HR,False,True,21.05,10.71,False
U00036,2025-05-27 00:39:04.286622,06:40:00,07:02:00,95,False,0,1,VPN,462.73,DeviceD,False,781,Password,HR,True,True,49.97,49.84,True
U00037,2025-06-19 02:59:04.286622,12:30:00,21:06:00,0,True,0,0,Remote,3522.35,DeviceB,False,1019,SSO,IT,False,True,46.85,23.94,True
U00038,2025-06-10 15:52:04.286622,22:47:00,03:55:00,20,False,1,0,Remote,2073.21,DeviceB,False,1745,Biometric,IT,True,True,23.43,43.35,False
U00039,2025-05-27 16:16:04.287799,14:08:00,16:26:00,82,False,0,1,New_Device,3476.12,DeviceD,False,275,SSO,Legal,False,True,28.34,15.33,False
U00040,2025-06-16 07:04:04.287799,08:33:00,13:24:00,50,False,0,0,HQ,2825.44,DeviceD,True,1000,MFA,Sales,False,True,39.67,32.03,False
U00041,2025-08-03 19:20:04.287799,19:08:00,03:13:00,38,False,0,0,New_Device,4253.96,DeviceA,True,1675,Biometric,HR,False,True,18.29,38.13,False
U00042,2025-07-30 14:10:04.287799,04:51:00,07:14:00,89,False,0,0,New_Device,2877.36,DeviceC,False,1563,Biometric,Engineering,True,False,19.21,17.7,False
U00043,2025-05-23 15:31:04.287799,04:36:00,07:52:00,70,True,0,0,Remote,4126.15,DeviceC,False,12,Password,HR,True,True,48.89,7.82,True
U00044,2025-06-03 21:22:04.287799,15:56:00,22:26:00,37,False,1,0,New_Device,2095.25,DeviceD,False,1753,SSO,Legal,False,True,8.68,24.76,False
U00045,2025-05-19 07:34:04.287799,02:20:00,05:27:00,33,False,0,0,New_Device,2709.8,DeviceD,False,822,MFA,Sales,True,True,35.25,24.55,False
U00046,2025-06-09 22:26:04.288820,18:06:00,22:15:00,28,False,0,0,Remote,2596.55,DeviceA,False,801,SSO,IT,False,True,28.62,29.65,False
U00047,2025-06-28 00:49:04.288820,18:19:00,19:17:00,66,False,1,0,Remote,4467.81,DeviceB,False,1691,MFA,Sales,False,False,5.72,18.13,False
U00048,2025-06-12 10:08:04.288820,19:38:00,02:40:00,57,False,2,0,VPN,2071.86,DeviceB,True,832,Biometric,Legal,False,True,35.33,10.84,False
U00049,2025-06-14 05:28:04.288820,12:36:00,19:18:00,65,True,0,0,Remote,3842.7,DeviceD,False,1708,Password,Finance,False,True,47.77,27.9,True
U00050,2025-06-13 07:14:04.288820,04:10:00,12:42:00,22,False,2,0,Remote,2995.52,DeviceA,False,67,SSO,Sales,True,True,42.88,38.77,True
U00051,2025-07-01 02:42:04.288820,18:28:00,01:32:00,63,True,3,0,New_Device,281.25,DeviceB,True,820,Biometric,Finance,False,True,29.26,12.95,False
U00052,2025-05-20 05:13:04.288820,09:09:00,11:46:00,79,False,0,0,HQ,1490.73,DeviceD,False,338,Biometric,Sales,False,True,23.01,16.86,False
U00053,2025-05-16 02:13:04.288820,05:00:00,13:33:00,29,False,0,0,New_Device,452.03,DeviceC,False,266,SSO,IT,True,True,48.35,6.78,True
U00054,2025-06-13 21:13:04.288820,05:57:00,14:55:00,25,False,2,0,VPN,1453.87,DeviceD,False,1737,Biometric,HR,True,True,10.17,6.96,False
U00055,2025-06-29 15:24:04.288820,17:38:00,01:43:00,67,True,0,0,HQ,3061.84,DeviceA,False,226,Password,Engineering,False,True,5.22,20.2,False
U00056,2025-06-06 13:25:04.288820,14:29:00,17:07:00,14,False,0,1,Remote,4077.12,DeviceC,False,1467,MFA,Engineering,False,True,6.67,29.73,False
U00057,2025-08-01 12:22:04.288820,05:48:00,09:48:00,85,False,0,0,New_Device,2434.1,DeviceC,False,1371,MFA,Sales,True,True,23.17,48.96,False
U00058,2025-05-15 09:46:04.288820,08:57:00,10:23:00,49,False,0,0,HQ,594.37,DeviceA,False,818,MFA,IT,False,True,42.28,16.16,True
U00059,2025-05-25 02:31:04.288820,17:18:00,21:46:00,89,True,0,0,New_Device,2747.14,DeviceB,False,1570,Password,Legal,False,True,33.33,13.84,False
U00060,2025-08-04 12:26:04.288820,05:58:00,14:06:00,42,False,0,1,VPN,2796.8,DeviceB,False,306,MFA,Finance,True,True,11.44,25.19,False
U00061,2025-07-23 23:04:04.288820,13:33:00,18:11:00,76,True,1,0,Remote,3674.26,DeviceB,False,1279,Biometric,Legal,False,True,34.92,48.59,False
U00062,2025-05-18 01:39:04.288820,08:49:00,13:09:00,2,True,0,0,HQ,141.34,DeviceA,True,492,Biometric,Legal,False,True,33.65,11.01,False
U00063,2025-06-04 02:36:04.288820,03:59:00,05:16:00,8,False,0,0,Remote,3426.59,DeviceA,False,1479,SSO,HR,True,False,28.71,13.37,False
U00064,2025-06-11 02:21:04.290146,18:21:00,20:34:00,21,False,0,0,Remote,62.41,DeviceA,False,581,Password,HR,False,True,35.5,28.76,False
U00065,2025-06-25 12:55:04.290146,15:10:00,17:41:00,43,False,0,0,New_Device,1223.86,DeviceA,True,1249,Password,IT,False,True,49.66,35.27,True
U00066,2025-08-03 12:15:04.290146,05:11:00,13:18:00,11,False,5,0,HQ,912.16,DeviceD,False,1208,SSO,Sales,True,False,7.82,31.41,False
U00067,2025-06-19 07:03:04.290146,17:45:00,23:31:00,64,False,0,0,New_Device,1492.12,DeviceA,False,1107,Password,Sales,False,True,32.25,14.23,False
U00068,2025-07-07 02:45:04.290146,23:54:00,05:59:00,67,False,0,0,VPN,4554.83,DeviceC,False,348,Password,Finance,True,True,7.25,21.52,False
U00069,2025-05-13 10:03:04.290146,21:06:00,21:48:00,67,False,0,1,New_Device,341.94,DeviceC,False,789,Password,Legal,True,True,15.45,38.13,False
U00070,2025-07-06 07:41:04.290146,21:30:00,03:25:00,14,False,0,0,New_Device,3044.82,DeviceC,False,128,MFA,Legal,True,True,41.48,14.46,True
U00071,2025-07-05 12:20:04.290146,17:33:00,23:08:00,91,True,0,0,New_Device,928.44,DeviceD,False,504,MFA,Sales,False,False,26.21,37.82,False
U00072,2025-07-05 09:27:04.290146,21:43:00,22:46:00,70,False,0,1,VPN,2356.91,DeviceB,False,898,MFA,Legal,True,True,31.03,27.41,False
U00073,2025-05-19 03:11:04.290146,16:13:00,18:55:00,32,False,0,0,Remote,2052.64,DeviceD,False,376,Biometric,Sales,False,True,37.58,25.38,False
U00074,2025-06-02 05:56:04.290146,00:45:00,08:13:00,6,False,0,0,New_Device,912.03,DeviceB,False,995,SSO,Sales,True,True,38.39,41.59,False
U00075,2025-07-26 01:51:04.290146,06:47:00,08:34:00,53,False,0,0,HQ,2554.18,DeviceB,False,1442,Biometric,Legal,True,True,45.65,31.35,True
U00076,2025-06-07 22:05:04.291148,12:26:00,21:23:00,4,False,0,0,VPN,1655.21,DeviceD,False,1858,Password,Legal,False,True,47.74,41.77,True
U00077,2025-06-15 12:35:04.291148,19:42:00,22:32:00,22,False,0,0,Remote,316.83,DeviceD,False,1628,Password,HR,False,True,26.93,39.9,False
U00078,2025-05-31 15:42:04.291148,12:11:00,17:03:00,61,False,0,1,Remote,2803.08,DeviceB,False,27,Biometric,IT,False,True,9.31,7.46,False
U00079,2025-05-17 23:50:04.291148,11:40:00,18:59:00,87,False,0,0,New_Device,856.93,DeviceD,False,835,SSO,Sales,False,True,41.57,36.51,True
U00080,2025-05-30 07:53:04.291148,16:25:00,20:28:00,97,False,0,1,New_Device,4329.28,DeviceD,True,721,Password,Engineering,False,True,31.58,9.49,False
U00081,2025-07-18 22:41:04.291148,07:15:00,16:12:00,54,True,0,0,New_Device,1209.05,DeviceC,False,497,SSO,Finance,False,True,11.24,48.93,False
U00082,2025-06-15 15:09:04.291148,13:50:00,22:49:00,35,True,0,0,Remote,1828.89,DeviceC,False,174,Biometric,Sales,False,True,21.43,24.27,False
U00083,2025-06-07 22:21:04.291148,00:12:00,03:17:00,88,False,0,0,New_Device,4399.63,DeviceB,False,99,Password,Finance,True,True,21.18,36.15,False
U00084,2025-05-30 18:50:04.291148,09:15:00,16:06:00,40,False,0,0,HQ,3620.51,DeviceD,False,560,Biometric,HR,False,True,23.59,33.36,False
U00085,2025-06-24 16:48:04.291148,10:11:00,12:19:00,46,True,0,0,HQ,2220.26,DeviceA,False,1809,MFA,Sales,False,True,46.72,24.89,True
U00086,2025-05-16 05:36:04.291148,01:11:00,08:38:00,93,False,0,0,HQ,3132.84,DeviceD,False,1983,SSO,Legal,True,False,28.35,46.91,False
U00087,2025-05-24 04:33:04.291148,19:04:00,19:52:00,69,False,0,0,New_Device,4918.88,DeviceC,False,1565,SSO,HR,False,True,11.53,13.15,False
U00088,2025-06-12 08:05:04.291148,15:34:00,21:52:00,41,False,2,0,Remote,2039.66,DeviceC,False,1618,MFA,HR,False,True,5.21,20.38,False
U00089,2025-05-31 05:20:04.292148,20:01:00,04:51:00,97,False,0,0,Remote,1966.46,DeviceC,False,1033,Password,IT,True,True,15.34,31.2,False
U00090,2025-07-06 22:41:04.292148,21:55:00,22:45:00,63,False,0,0,HQ,3335.27,DeviceA,False,27,SSO,Finance,True,True,47.3,37.19,True
U00091,2025-05-31 23:41:04.292148,09:32:00,16:03:00,42,True,3,1,Remote,4185.43,DeviceB,False,271,SSO,Finance,False,True,30.26,11.1,False
U00092,2025-07-19 11:57:04.292148,09:32:00,16:46:00,13,False,0,0,Remote,2614.32,DeviceA,False,1871,MFA,Sales,False,True,15.14,27.8,False
U00093,2025-06-10 02:42:04.292148,16:27:00,19:01:00,60,False,3,0,HQ,1267.6,DeviceB,False,1665,MFA,IT,False,True,28.27,8.62,False
U00094,2025-05-21 22:54:04.292148,00:47:00,00:59:00,45,False,5,0,VPN,2604.8,DeviceD,False,999,Biometric,Legal,True,True,42.26,27.16,True
U00095,2025-08-02 04:39:04.292148,07:55:00,10:28:00,88,False,0,1,VPN,4400.39,DeviceA,False,1691,Biometric,HR,False,True,14.18,11.65,False
U00096,2025-06-11 23:40:04.292148,19:37:00,00:20:00,88,False,0,0,VPN,3246.74,DeviceB,False,1832,Password,Legal,False,True,48.71,23.43,True
U00097,2025-07-29 16:15:04.292148,09:41:00,16:27:00,30,True,0,0,HQ,3756.64,DeviceC,False,1253,SSO,Sales,False,True,16.38,48.7,False
U00098,2025-05-13 17:27:04.292148,22:53:00,07:28:00,2,False,0,0,VPN,1501.68,DeviceD,False,454,SSO,IT,True,False,39.79,49.35,False
U00099,2025-05-25 18:53:04.292148,21:17:00,22:24:00,9,False,0,1,VPN,1042.34,DeviceD,False,743,Biometric,IT,True,True,18.35,6.54,False
U00100,2025-05-17 08:41:04.292148,02:42:00,09:35:00,4,False,0,0,HQ,3836.33,DeviceB,False,1324,SSO,Engineering,True,True,27.09,28.53,False
U00101,2025-07-18 14:32:04.292148,21:24:00,22:18:00,55,False,0,0,HQ,318.85,DeviceB,False,1986,Biometric,Engineering,True,True,6.48,36.93,False
U00102,2025-05-28 22:49:04.293604,00:57:00,03:23:00,19,False,0,0,New_Device,4129.11,DeviceB,False,1155,Password,Sales,True,True,32.58,18.02,False
U00103,2025-07-07 11:51:04.293604,14:24:00,20:47:00,14,False,0,0,New_Device,2821.33,DeviceD,False,155,SSO,Engineering,False,True,27.45,35.38,False
U00104,2025-06-02 09:35:04.293604,10:19:00,17:21:00,26,False,0,0,Remote,4764.81,DeviceA,False,1022,SSO,Engineering,False,True,31.77,9.91,False
U00105,2025-06-23 03:03:04.293604,00:36:00,04:48:00,39,True,0,0,VPN,2288.95,DeviceA,False,85,SSO,HR,True,True,11.88,23.3,False
U00106,2025-06-02 17:56:04.293604,23:54:00,05:36:00,79,True,0,0,Remote,2067.37,DeviceB,False,702,Biometric,HR,True,True,32.15,38.03,False
U00107,2025-05-26 06:38:04.293604,13:09:00,20:06:00,5,False,0,0,HQ,1561.95,DeviceD,False,1483,MFA,HR,False,True,7.53,25.14,False
U00108,2025-05-15 03:27:04.293604,04:43:00,05:15:00,3,True,0,0,Remote,3250.73,DeviceA,False,182,SSO,HR,True,True,22.78,48.39,False
U00109,2025-07-29 07:28:04.293604,20:50:00,22:39:00,38,False,0,0,VPN,3890.09,DeviceA,False,182,Biometric,HR,True,True,24.79,32.24,False
U00110,2025-05-25 05:09:04.293604,19:28:00,20:19:00,22,False,0,0,VPN,1518.35,DeviceC,False,391,Password,Legal,False,True,9.47,12.79,False
U00111,2025-07-10 04:35:04.293604,17:07:00,01:21:00,60,False,0,0,Remote,3008.62,DeviceA,False,1515,Biometric,Engineering,False,True,48.27,39.88,True
U00112,2025-05-14 17:46:04.295016,13:50:00,14:42:00,80,False,2,0,New_Device,869.52,DeviceA,False,7,Biometric,HR,False,True,16.16,8.62,False
U00113,2025-07-30 14:53:04.295016,02:13:00,04:17:00,77,False,0,0,New_Device,4662.6,DeviceD,False,781,SSO,Engineering,True,False,38.84,41.86,False
U00114,2025-07-23 09:44:04.295016,03:25:00,10:00:00,56,False,0,0,Remote,2369.91,DeviceA,False,390,Password,Legal,True,True,17.98,34.14,False
U00115,2025-07-31 07:16:04.295016,02:32:00,09:52:00,49,True,0,0,VPN,3775.61,DeviceB,False,1910,Password,Sales,True,True,10.44,15.51,False
U00116,2025-07-06 17:31:04.295016,04:46:00,08:56:00,22,False,0,0,Remote,234.81,DeviceA,False,394,Biometric,Engineering,True,True,38.58,26.78,False
U00117,2025-05-12 11:56:04.295016,05:02:00,11:19:00,49,False,0,0,VPN,2415.74,DeviceA,False,1140,SSO,IT,True,True,40.88,25.64,True
U00118,2025-06-05 12:24:04.295016,04:07:00,05:21:00,84,False,0,0,Remote,4777.88,DeviceD,False,1913,Biometric,HR,True,True,21.63,7.05,False
U00119,2025-06-02 19:33:04.295016,02:50:00,05:58:00,69,False,0,0,HQ,1121.8,DeviceC,False,539,Biometric,Finance,True,True,17.16,16.74,False
U00120,2025-05-10 17:37:04.295016,15:43:00,15:55:00,43,False,0,1,HQ,4485.53,DeviceC,False,906,Password,Finance,False,False,16.49,17.9,False
U00121,2025-06-13 21:42:04.295016,08:49:00,16:04:00,14,False,0,0,Remote,3222.89,DeviceA,False,70,MFA,HR,False,True,14.58,22.32,False
U00122,2025-08-05 20:08:04.295016,12:57:00,18:25:00,53,False,0,0,Remote,4035.24,DeviceD,False,525,MFA,IT,False,True,25.67,16.66,False
U00123,2025-07-04 07:41:04.295016,12:23:00,16:24:00,90,False,2,0,VPN,3494.35,DeviceB,False,378,Biometric,HR,False,True,16.85,40.61,False
U00124,2025-05-13 21:10:04.295016,05:50:00,07:26:00,10,False,0,0,HQ,4309.01,DeviceA,False,498,MFA,Engineering,True,True,36.88,7.84,False
U00125,2025-07-04 21:50:04.296038,13:28:00,15:07:00,19,False,0,0,Remote,1487.57,DeviceC,False,1353,Biometric,Finance,False,False,43.83,21.87,True
U00126,2025-07-26 00:30:04.296038,08:40:00,15:56:00,98,False,0,0,HQ,1230.27,DeviceC,False,1923,Biometric,IT,False,True,17.22,38.91,False
U00127,2025-06-02 13:30:04.296038,20:08:00,04:56:00,24,True,0,0,New_Device,2846.73,DeviceC,False,614,Biometric,Engineering,True,False,30.03,36.62,False
U00128,2025-07-27 17:00:04.296038,03:20:00,07:54:00,38,False,0,0,New_Device,615.7,DeviceB,False,953,Biometric,HR,True,True,37.02,27.44,False
U00129,2025-05-10 06:38:04.296038,04:52:00,13:18:00,60,False,0,0,HQ,976.96,DeviceC,False,132,Biometric,Finance,True,True,33.25,39.9,False
U00130,2025-06-23 21:07:04.296038,01:57:00,10:43:00,68,False,0,0,Remote,426.14,DeviceA,False,895,Biometric,HR,True,True,16.89,28.27,False
U00131,2025-06-16 13:02:04.296038,22:27:00,00:56:00,79,False,0,0,VPN,4735.39,DeviceA,False,1092,MFA,IT,True,False,17.64,6.12,False
U00132,2025-05-28 23:39:04.296038,07:17:00,09:53:00,14,True,0,0,VPN,2935.91,DeviceD,True,259,Password,IT,False,False,8.7,6.83,False
U00133,2025-08-01 01:51:04.296038,08:46:00,15:01:00,60,False,0,0,VPN,4140.14,DeviceA,False,1804,Biometric,Finance,False,True,26.11,47.65,False
U00134,2025-06-10 19:09:04.297057,20:13:00,22:28:00,9,True,0,0,Remote,96.23,DeviceA,True,1334,SSO,IT,True,False,37.8,13.98,False
U00135,2025-06-01 16:00:04.297057,17:01:00,19:42:00,8,False,0,0,VPN,133.27,DeviceD,False,829,SSO,HR,False,True,23.29,37.11,False
U00136,2025-06-19 02:05:04.297057,09:50:00,10:52:00,38,False,0,0,New_Device,3007.84,DeviceB,False,59,Biometric,IT,False,True,7.13,42.82,False
U00137,2025-07-26 16:32:04.297057,02:59:00,10:58:00,81,False,0,0,HQ,1636.52,DeviceA,False,1796,Biometric,Legal,True,True,40.92,11.16,True
U00138,2025-05-11 23:09:04.297057,10:54:00,18:00:00,24,False,0,0,New_Device,4994.1,DeviceC,False,88,Password,Sales,False,True,17.7,6.41,False
U00139,2025-05-09 14:11:04.297057,06:04:00,09:58:00,77,False,0,0,HQ,2753.69,DeviceD,False,189,Password,Finance,True,True,13.15,37.01,False
U00140,2025-07-27 18:06:04.299152,00:43:00,06:45:00,31,False,0,0,Remote,3664.94,DeviceB,False,28,MFA,HR,True,True,35.17,21.29,False
U00141,2025-05-23 15:47:04.299152,00:25:00,00:37:00,59,True,0,0,New_Device,3145.72,DeviceC,False,1640,MFA,HR,True,True,17.45,10.08,False
U00142,2025-06-07 16:19:04.299152,00:08:00,03:44:00,99,False,0,1,Remote,1856.49,DeviceB,True,528,Biometric,Legal,True,True,39.49,10.7,False
U00143,2025-05-12 03:35:04.299666,12:09:00,15:39:00,0,False,0,0,New_Device,4566.2,DeviceC,False,633,MFA,Engineering,False,True,13.45,20.11,False
U00144,2025-07-17 18:51:04.299666,16:54:00,18:23:00,56,False,1,0,New_Device,2716.06,DeviceC,False,596,MFA,IT,False,False,35.56,28.66,False
U00145,2025-07-08 04:41:04.299666,21:54:00,04:56:00,81,False,0,1,New_Device,989.82,DeviceA,False,1699,Password,IT,True,True,38.72,5.58,False
U00146,2025-06-30 15:31:04.299666,07:31:00,10:21:00,83,False,0,0,HQ,1724.69,DeviceC,False,1881,Password,Legal,False,True,5.98,12.67,False
U00147,2025-06-13 06:01:04.299666,13:47:00,16:22:00,10,False,0,0,VPN,3918.88,DeviceD,False,39,Password,Legal,False,True,35.7,9.07,False
U00148,2025-07-28 22:59:04.299666,22:41:00,04:55:00,58,False,0,0,New_Device,4549.99,DeviceA,False,1926,Password,HR,True,True,29.39,14.47,False
U00149,2025-06-28 04:14:04.299666,08:17:00,11:14:00,100,True,0,0,HQ,3424.56,DeviceA,False,1335,SSO,Sales,False,False,28.11,30.29,False
U00150,2025-07-14 05:28:04.299666,07:16:00,09:43:00,85,False,0,1,New_Device,3470.03,DeviceB,False,1422,SSO,HR,False,True,40.33,12.34,True
U00151,2025-08-05 07:46:04.299666,11:10:00,14:27:00,82,False,1,0,Remote,1092.57,DeviceA,False,1563,Password,HR,False,True,6.15,40.92,False
U00152,2025-06-12 23:24:04.299666,22:55:00,03:40:00,77,True,0,0,Remote,2349.87,DeviceA,False,745,SSO,Legal,True,True,18.3,48.15,False
U00153,2025-06-03 03:06:04.299666,18:50:00,22:25:00,38,False,0,0,VPN,1744.9,DeviceD,False,960,SSO,Legal,False,False,48.4,19.39,True
U00154,2025-07-21 00:37:04.301168,13:33:00,22:12:00,20,False,0,0,Remote,2384.63,DeviceC,True,836,Biometric,IT,False,True,23.06,5.57,False
U00155,2025-05-14 23:24:04.301168,05:22:00,09:03:00,83,True,0,0,HQ,2897.9,DeviceD,False,663,Password,Engineering,True,False,28.78,12.15,False
U00156,2025-05-16 01:13:04.301168,08:47:00,14:40:00,67,False,0,0,Remote,629.05,DeviceB,False,482,MFA,HR,False,True,40.76,41.5,True
U00157,2025-08-05 18:59:04.301168,21:57:00,01:26:00,47,False,0,0,HQ,165.19,DeviceB,False,434,Biometric,Sales,True,False,45.07,45.73,True
U00158,2025-07-30 00:04:04.301168,02:51:00,11:10:00,62,False,0,0,New_Device,3430.43,DeviceD,True,663,MFA,Legal,True,True,5.49,35.39,False
U00159,2025-06-16 02:33:04.301168,15:10:00,19:04:00,83,False,5,0,VPN,3477.1,DeviceC,False,711,Password,IT,False,True,26.7,31.7,False
U00160,2025-06-04 19:30:04.301168,20:00:00,22:33:00,7,False,0,0,VPN,963.1,DeviceB,False,1973,MFA,IT,True,True,29.79,11.0,False
U00161,2025-07-22 22:52:04.302639,07:17:00,15:21:00,93,False,0,0,VPN,1897.66,DeviceA,False,1122,Biometric,Legal,False,True,40.13,19.68,True
U00162,2025-08-02 09:01:04.302639,12:26:00,16:04:00,59,True,0,0,Remote,45.61,DeviceC,False,1412,Password,Legal,False,False,29.68,15.31,False
U00163,2025-07-07 01:07:04.302639,17:27:00,17:45:00,77,False,2,0,Remote,1179.31,DeviceA,False,1117,MFA,Finance,False,True,17.07,47.78,False
U00164,2025-07-11 13:12:04.302639,11:11:00,14:05:00,53,False,0,0,VPN,593.0,DeviceC,False,1704,Biometric,Legal,False,True,22.43,18.27,False
U00165,2025-05-17 12:52:04.302639,12:35:00,14:49:00,50,False,0,0,Remote,3141.41,DeviceB,False,1279,SSO,Finance,False,True,49.64,45.21,True
U00166,2025-06-22 08:42:04.302639,11:37:00,16:14:00,62,False,1,0,Remote,2466.82,DeviceA,False,1431,SSO,IT,False,False,11.97,33.95,False
U00167,2025-08-04 14:06:04.302639,21:19:00,06:03:00,60,True,0,0,VPN,3322.63,DeviceC,False,392,MFA,IT,True,True,41.59,19.14,True
U00168,2025-07-13 22:03:04.302639,03:21:00,10:39:00,78,False,0,0,HQ,4471.96,DeviceB,False,570,SSO,Finance,True,True,16.53,12.58,False
U00169,2025-05-31 04:04:04.302639,04:34:00,05:19:00,46,False,0,0,HQ,1286.83,DeviceD,False,179,Biometric,Legal,True,True,45.9,36.72,True
